Transaction Date,Value Date,Transaction Description,Reference No,Debit Amount,Credit Amount,Running Balance
13-12-2024 21:01:45,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821017568/C77613122417
3653/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821017568,"500,000.00",0.00,"8,412,425.74"
13-12-2024 21:01:47,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821017575/C71113122417
3602/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821017575,"500,000.00",0.00,"7,912,425.74"
13-12-2024 21:01:48,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821017578/C79113122417
3628/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821017578,"500,000.00",0.00,"7,412,425.74"
13-12-2024 21:48:15,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031534/C76113122421
2720/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031534,"500,000.00",0.00,"6,912,425.74"
13-12-2024 21:48:17,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031542/C71713122421
2455/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031542,"500,000.00",0.00,"6,412,425.74"
13-12-2024 21:48:21,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031558/C74213122421
2942/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031558,"500,000.00",0.00,"5,912,425.74"
13-12-2024 21:48:23,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031567/C75513122421
3023/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031567,"500,000.00",0.00,"5,412,425.74"
13-12-2024 21:48:25,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031575/C72113122421
3311/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031575,"500,000.00",0.00,"4,912,425.74"
13-12-2024 21:48:26,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031585/C77713122421
3105/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031585,"500,000.00",0.00,"4,412,425.74"
13-12-2024 21:48:31,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031597/C72513122421
2902/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031597,"500,000.00",0.00,"3,912,425.74"
13-12-2024 21:48:33,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031602/C78413122421
2819/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031602,"500,000.00",0.00,"3,412,425.74"
13-12-2024 21:48:35,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031616/C78913122421
3147/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031616,"500,000.00",0.00,"2,912,425.74"
13-12-2024 21:48:45,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031667/C76813122421
2346/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031667,"500,000.00",0.00,"2,412,425.74"
13-12-2024 21:48:48,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031685/C78413122421
2420/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031685,"500,000.00",0.00,"1,912,425.74"
13-12-2024 21:48:50,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031691/C73113122421
2530/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031691,"500,000.00",0.00,"1,412,425.74"
13-12-2024 21:48:52,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031703/C74513122421
2644/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031703,"500,000.00",0.00,"912,425.74"
13-12-2024 21:48:53,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031708/C73613122421
2607/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031708,"500,000.00",0.00,"412,425.74"
13-12-2024 21:49:02,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821031722/C75213122421
2308/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821031722,"500,000.00",0.00,"-87,574.26"
14-12-2024 16:45:41,14-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK286635,0.00,"1,652,311.00","1,564,736.74"
14-12-2024 17:08:18,14-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK286644,0.00,"1,246,290.00","2,811,026.74"
14-12-2024 17:08:34,14-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK286645,0.00,"1,759,884.00","4,570,910.74"
14-12-2024 17:08:52,14-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK286646,0.00,"1,314,146.00","5,885,056.74"
14-12-2024 17:09:11,14-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK286647,0.00,"2,761,061.00","8,646,117.74"
14-12-2024 17:19:30,14-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK286701,0.00,"1,481,173.00","10,127,290.74"
14-12-2024 17:19:42,14-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK286702,0.00,"762,931.00","10,890,221.74"
14-12-2024 18:08:30,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274019/C74814122417
5443/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274019,"500,000.00",0.00,"10,390,221.74"
14-12-2024 18:08:35,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274046/C76314122417
5816/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274046,"500,000.00",0.00,"9,890,221.74"
14-12-2024 18:08:37,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274057/C77414122417
5921/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274057,"500,000.00",0.00,"9,390,221.74"
14-12-2024 18:08:38,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274065/C72614122417
5419/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274065,"500,000.00",0.00,"8,890,221.74"
14-12-2024 18:08:40,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274077/C72214122417
5642/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274077,"500,000.00",0.00,"8,390,221.74"
14-12-2024 18:08:42,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274083/C73314122417
5751/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274083,"500,000.00",0.00,"7,890,221.74"
14-12-2024 18:08:44,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274096/C75614122417",434918274096,"500,000.00",0.00,"7,390,221.74"
,,"5622/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",,,,
14-12-2024 18:08:46,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274101/C79914122417
5941/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274101,"500,000.00",0.00,"6,890,221.74"
14-12-2024 18:08:48,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274115/C74314122418
0004/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274115,"500,000.00",0.00,"6,390,221.74"
14-12-2024 18:08:50,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274126/C78214122417
5341/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274126,"500,000.00",0.00,"5,890,221.74"
14-12-2024 18:08:52,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274138/C76614122417
5503/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274138,"500,000.00",0.00,"5,390,221.74"
14-12-2024 18:09:02,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274233/C71514122417
5726/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274233,"500,000.00",0.00,"4,890,221.74"
14-12-2024 18:09:04,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274252/C76514122418
0027/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274252,"500,000.00",0.00,"4,390,221.74"
14-12-2024 18:09:06,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274264/C75814122417
5705/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274264,"500,000.00",0.00,"3,890,221.74"
14-12-2024 18:09:07,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274277/C75914122417",434918274277,"500,000.00",0.00,"3,390,221.74"
,,"5322/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",,,,
14-12-2024 18:09:10,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274288/C71914122417
5302/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274288,"500,000.00",0.00,"2,890,221.74"
14-12-2024 18:09:12,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274304/C78214122417
5837/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274304,"500,000.00",0.00,"2,390,221.74"
14-12-2024 18:09:13,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274317/C74214122417
5859/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274317,"500,000.00",0.00,"1,890,221.74"
14-12-2024 18:09:24,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274377/C78014122417
5521/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274377,"500,000.00",0.00,"1,390,221.74"
14-12-2024 18:09:26,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274396/C76514122417
5602/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274396,"500,000.00",0.00,"890,221.74"
14-12-2024 18:09:28,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274415/C72914122417
5542/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274415,"500,000.00",0.00,"390,221.74"
14-12-2024 18:09:38,14-12-2024,"IMPS/NA/XXXX4674/RRN:43
4918274429/C71514122418
0113/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434918274429,"500,000.00",0.00,"-109,778.26"
16-12-2024 05:31:58,16-12-2024,"016LA41243300003-IN
T-PMT-DEMNDLOAN",- -,"271,327.87",0.00,"-381,106.13"
16-12-2024 05:31:58,16-12-2024,"016LA4124330000
3-DMNDLOAN-LIQ",- -,"90,000,000.00",0.00,"-90,381,106.13"
16-12-2024 16:59:52,16-12-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI",SMARTFINYESBNK288122,0.00,"806,660.00","-89,574,446.13"
16-12-2024 17:17:36,16-12-2024,"REVERSAL-016LA412
43300003-DMNDLOAN
-LIQ-SOUTHEXDELHI","403ZTRF2435100
3K-000000000000","-90,000,000.00",0.00,"425,553.87"
16-12-2024 17:17:36,16-12-2024,"REVERSAL-016LA41243
300003-INT-PMT-DEMN
DLOAN-SOUTHEXDELHI","403ZTRF2435100
3M-000000000000","-271,327.87",0.00,"696,881.74"
16-12-2024 17:35:54,16-12-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK288289,0.00,"1,941,443.00","2,638,324.74"
16-12-2024 17:58:42,16-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK288312,0.00,"1,500,000.00","4,138,324.74"
16-12-2024 18:04:42,16-12-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK288314,0.00,"1,097,825.00","5,236,149.74"
16-12-2024 18:04:58,16-12-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK288315,0.00,"414,322.00","5,650,471.74"
16-12-2024 18:05:19,16-12-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK288503,0.00,"2,320,632.00","7,971,103.74"
16-12-2024 18:05:38,16-12-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK288316,0.00,"1,530,007.00","9,501,110.74"
16-12-2024 18:42:52,16-12-2024,"RTGS O/W-YESBR1202
4121600026861-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024121600026861,"15,000,000.00",0.00,"-5,498,889.26"
16-12-2024 19:06:12,16-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK288613,0.00,"1,500,000.00","-3,998,889.26"
16-12-2024 19:06:13,16-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK288614,0.00,"1,500,000.00","-2,498,889.26"
17-12-2024 15:57:49,17-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK289561,0.00,"2,000,000.00","-498,889.26"
17-12-2024 18:23:52,17-12-2024,"RTGS O/W-YESBR1202
4121700026565-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024121700026565,"5,000,000.00",0.00,"-5,498,889.26"
18-12-2024 15:50:36,18-12-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK291115,0.00,"1,664,654.00","-3,834,235.26"
18-12-2024 15:53:53,18-12-2024,"Funds Trf from XX01
01/JINDAL INDUSTRI",SMARTFINYESBNK291083,0.00,"2,875,000.00","-959,235.26"
18-12-2024 18:30:55,18-12-2024,"RTGS O/W-YESBR1202
4121800022775-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024121800022775,"5,000,000.00",0.00,"-5,959,235.26"
19-12-2024 06:07:37,19-12-2024,"016LA41243260001-IN
T-PMT-DEMNDLOAN",- -,"180,382.51",0.00,"-6,139,617.77"
19-12-2024 06:07:37,19-12-2024,"016LA4124326000
1-DMNDLOAN-LIQ",- -,"50,000,000.00",0.00,"-56,139,617.77"
19-12-2024 12:06:52,19-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK291774,0.00,"2,000,000.00","-54,139,617.77"
19-12-2024 12:06:54,19-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK291776,0.00,"500,000.00","-53,639,617.77"
19-12-2024 17:17:22,19-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK292333,0.00,"1,500,000.00","-52,139,617.77"
19-12-2024 17:17:28,19-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK292334,0.00,"1,500,000.00","-50,639,617.77"
19-12-2024 17:17:38,19-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK292335,0.00,"1,500,000.00","-49,139,617.77"
19-12-2024 17:26:30,19-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK292418,0.00,"1,398,801.00","-47,740,816.77"
19-12-2024 17:49:58,20-12-2024,"CHQ DEPOSIT DELHI-U
BI - 19-DEC-24 - CHAN",000000002218,0.00,"2,923,573.29","-44,817,243.48"
19-12-2024 22:34:32,19-12-2024,"RTGS Cr-PUNB020020
0-JINDAL INDUSTRIES
 PVT LTD-JINDAL INDU
STRIES PRIVATE-PUN
BR52024121916285790",PUNBR52024121916285790,0.00,"20,000,000.00","-24,817,243.48"
19-12-2024 22:34:42,19-12-2024,"RTGS Cr-PUNB020020
0-JINDAL INDUSTRIES
 PVT LTD-JINDAL INDU
STRIES PRIVATE-PUN
BR52024121916285787",PUNBR52024121916285787,0.00,"20,000,000.00","-4,817,243.48"
20-12-2024 06:35:09,20-12-2024,"016LA41243270001-IN
T-PMT-DEMNDLOAN",- -,"190,983.61",0.00,"-5,008,227.09"
20-12-2024 06:35:09,20-12-2024,"016LA4124327000
1-DMNDLOAN-LIQ",- -,"50,000,000.00",0.00,"-55,008,227.09"
20-12-2024 15:11:52,20-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK293247,0.00,"1,023,211.00","-53,985,016.09"
20-12-2024 15:12:02,20-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK293263,0.00,"1,108,162.00","-52,876,854.09"
20-12-2024 17:06:01,20-12-2024,"Funds Trf from XX06
92/JINDAL INDUSTRI",SMARTFINYESBNK293582,0.00,"1,000,000.00","-51,876,854.09"
20-12-2024 17:06:10,20-12-2024,"Funds Trf from XX06
92/JINDAL INDUSTRI",SMARTFINYESBNK293627,0.00,"2,000,000.00","-49,876,854.09"
20-12-2024 17:21:21,20-12-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK293656,0.00,"1,912,946.00","-47,963,908.09"
20-12-2024 21:19:51,20-12-2024,"RTGS Cr-PUNB020020
0-JINDAL INDUSTRIES",PUNBR52024122016334261,0.00,"20,000,000.00","-27,963,908.09"
,,"PVT LTD-JINDAL INDU
STRIES PRIVATE-PUN
BR52024122016334261",,,,
20-12-2024 21:20:10,20-12-2024,"RTGS Cr-PUNB020020
0-JINDAL INDUSTRIES
 PVT LTD-JINDAL INDU
STRIES PRIVATE-PUN
BR52024122016334253",PUNBR52024122016334253,0.00,"20,000,000.00","-7,963,908.09"
21-12-2024 15:33:08,21-12-2024,"Funds Trf from XX06
92/JINDAL INDUSTRI",SMARTFINYESBNK294863,0.00,"1,800,000.00","-6,163,908.09"
21-12-2024 17:12:26,21-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK295184,0.00,"1,500,000.00","-4,663,908.09"
21-12-2024 18:15:48,21-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK295321,0.00,"2,302,870.00","-2,361,038.09"
21-12-2024 18:15:58,21-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK295283,0.00,"1,662,574.00","-698,464.09"
22-12-2024 00:00:37,22-12-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI",SMARTFINYESBNK292227,0.00,"533,035.00","-165,429.09"
22-12-2024 06:06:01,22-12-2024,"016BG092117300
01-COMM-GTEE",- -,"20,650.00",0.00,"-186,079.09"
23-12-2024 07:04:50,23-12-2024,"016LA41243300003-IN
T-PMT-DEMNDLOAN",- -,"399,245.90",0.00,"-585,324.99"
23-12-2024 07:04:50,23-12-2024,"016LA4124330000
3-DMNDLOAN-LIQ",- -,"90,000,000.00",0.00,"-90,585,324.99"
23-12-2024 17:21:42,23-12-2024,"REVERSAL-016LA412
43300003-DMNDLOAN
-LIQ-SOUTHEXDELHI","403ZTRF2435800
7L-000000000000","-90,000,000.00",0.00,"-585,324.99"
23-12-2024 17:21:42,23-12-2024,"REVERSAL-016LA41243
300003-INT-PMT-DEMN
DLOAN-SOUTHEXDELHI","403ZTRF2435800
7N-000000000000","-399,245.90",0.00,"-186,079.09"
23-12-2024 17:30:02,23-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK297204,0.00,"2,000,000.00","1,813,920.91"
23-12-2024 18:15:58,23-12-2024,"RTGS O/W-YESBR1202
4122300028109-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024122300028109,"20,000,000.00",0.00,"-18,186,079.09"
23-12-2024 18:16:00,23-12-2024,"RTGS O/W-YESBR1202
4122300028111-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024122300028111,"20,000,000.00",0.00,"-38,186,079.09"
23-12-2024 18:16:01,23-12-2024,"RTGS O/W-YESBR1202
4122300026698-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024122300026698,"17,500,000.00",0.00,"-55,686,079.09"
23-12-2024 21:25:45,23-12-2024,"016LA41243580002-D
EMNDLOAN-DISBUR
SE-SOUTHEXDELHI","016ZTRF2435800
1N-000000000000",0.00,"50,000,000.00","-5,686,079.09"
24-12-2024 14:54:09,24-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK298856,0.00,"1,500,000.00","-4,186,079.09"
24-12-2024 16:44:14,24-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK299096,0.00,"1,500,000.00","-2,686,079.09"
24-12-2024 16:44:15,24-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK299097,0.00,"2,000,000.00","-686,079.09"
24-12-2024 16:44:16,24-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK299098,0.00,"500,000.00","-186,079.09"
24-12-2024 17:07:20,24-12-2024,"Funds Trf-AHMEDABA
D-000786900001420-A
NAND TUBES PVT LTD",000000000000,0.00,"3,355,872.00","3,169,792.91"
24-12-2024 17:45:00,24-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK299326,0.00,"1,906,131.00","5,075,923.91"
24-12-2024 17:45:07,24-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK299327,0.00,"1,272,654.00","6,348,577.91"
24-12-2024 18:37:31,24-12-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK299605,0.00,"2,881,580.00","9,230,157.91"
24-12-2024 18:37:46,24-12-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK299606,0.00,"712,101.00","9,942,258.91"
24-12-2024 18:38:02,24-12-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK299403,0.00,"691,433.00","10,633,691.91"
24-12-2024 19:28:49,26-12-2024,"CHEQUE DEPOSIT DE
LHI-UBI - 24-DEC-24 - C",000000011784,0.00,"200,000.00","10,833,691.91"
24-12-2024 20:56:30,24-12-2024,"IMPS/NA/XXXX4674/RRN:43
5920122523/C77616122417
3532/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",435920122523,"500,000.00",0.00,"10,333,691.91"
24-12-2024 20:56:34,24-12-2024,"IMPS/NA/XXXX4674/RRN:43
5920122532/C73216122417
3708/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",435920122532,"500,000.00",0.00,"9,833,691.91"
24-12-2024 20:56:36,24-12-2024,"IMPS/NA/XXXX4674/RRN:43
5920122541/C73816122417
3732/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",435920122541,"500,000.00",0.00,"9,333,691.91"
24-12-2024 20:56:46,24-12-2024,"RTGS O/W-YESBR1202
4122400027422-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024122400027422,"2,500,000.00",0.00,"6,833,691.91"
24-12-2024 20:56:47,24-12-2024,"IMPS/NA/XXXX4674/RRN:43
5920122580/C78516122417
3647/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",435920122580,"500,000.00",0.00,"6,333,691.91"
24-12-2024 20:56:55,24-12-2024,"RTGS O/W-YESBR1202
4122400029101-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024122400029101,"10,000,000.00",0.00,"-3,666,308.09"
24-12-2024 20:56:56,24-12-2024,"IMPS/NA/XXXX4674/RRN:43
5920122605/C76516122417
3552/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",435920122605,"500,000.00",0.00,"-4,166,308.09"
25-12-2024 13:58:35,25-12-2024,"Funds Trf from XX06
92/JINDAL INDUSTRI",SMARTFINYESBNK300308,0.00,"1,700,000.00","-2,466,308.09"
27-12-2024 15:43:09,27-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK305123,0.00,"2,000,000.00","-466,308.09"
27-12-2024 17:01:31,27-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK305373,0.00,"2,342,696.00","1,876,387.91"
27-12-2024 18:12:58,27-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK305538,0.00,"1,500,000.00","3,376,387.91"
27-12-2024 18:13:05,27-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK305539,0.00,"1,500,000.00","4,876,387.91"
27-12-2024 18:27:36,27-12-2024,"Funds Trf-AHMEDABA
D-000786900001420-A
NAND TUBES PVT LTD",000000000000,0.00,"2,147,221.00","7,023,608.91"
27-12-2024 18:31:06,27-12-2024,"RTGS O/W-YESBR1202
4122700025725-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024122700025725,"10,000,000.00",0.00,"-2,976,391.09"
27-12-2024 18:31:10,27-12-2024,"RTGS O/W-YESBR1202
4122700025726-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024122700025726,"5,000,000.00",0.00,"-7,976,391.09"
28-12-2024 11:50:02,28-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK306247,0.00,"1,828,319.00","-6,148,072.09"
28-12-2024 11:50:57,28-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK306248,0.00,"1,659,445.00","-4,488,627.09"
28-12-2024 15:26:54,28-12-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI",SMARTFINYESBNK306617,0.00,"8,718,615.00","4,229,987.91"
28-12-2024 18:11:31,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318295838/C71216122417
3306/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318295838,"500,000.00",0.00,"3,729,987.91"
28-12-2024 18:11:33,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318295849/C77428122417
5408/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318295849,"500,000.00",0.00,"3,229,987.91"
28-12-2024 18:11:35,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318295866/C73628122417
5502/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318295866,"500,000.00",0.00,"2,729,987.91"
28-12-2024 18:11:37,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318295876/C79528122417
5432/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318295876,"500,000.00",0.00,"2,229,987.91"
28-12-2024 18:11:38,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318295887/C72916122417
3429/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318295887,"500,000.00",0.00,"1,729,987.91"
28-12-2024 18:11:41,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318295904/C71516122417
3351/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318295904,"500,000.00",0.00,"1,229,987.91"
28-12-2024 18:11:43,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318295916/C73416122417
2950/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318295916,"500,000.00",0.00,"729,987.91"
28-12-2024 18:11:45,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318295932/C77628122417
5525/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318295932,"500,000.00",0.00,"229,987.91"
28-12-2024 18:11:51,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318295935/C79616122417
3511/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318295935,"500,000.00",0.00,"-270,012.09"
28-12-2024 18:11:56,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318296000/C72416122417
3203/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318296000,"500,000.00",0.00,"-770,012.09"
28-12-2024 18:12:02,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318296044/C74316122417
3330/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318296044,"500,000.00",0.00,"-1,270,012.09"
