Transaction Date,Value Date,Transaction Description,Reference No,Debit Amount,Credit Amount,Running Balance
04-11-2024 16:22:51,04-11-2024,"Funds Trf from XX08
28/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006846680467",0.00,10.00,"-1,717,749.61"
04-11-2024 16:57:20,04-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006846780806",0.00,"1,500,000.00","-217,749.61"
04-11-2024 16:57:21,04-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006846780839",0.00,"1,500,000.00","1,282,250.39"
04-11-2024 16:59:14,04-11-2024,"Funds Trf from XX08
28/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006846778426",0.00,"7,247,893.00","8,530,143.39"
04-11-2024 18:31:39,04-11-2024,"RTGS Cr-ICIC0000011-
JINDAL INDUSTRIES  P
VT LIMITED-JINDAL IN
DUSTRIES PVT LTD-ICI
CR42024110400557250",ICICR42024110400557250,0.00,"16,991,000.00","25,521,143.39"
04-11-2024 18:34:15,04-11-2024,"RTGS O/W-YESBR1202
4110400012306-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024110400012306,"10,000,000.00",0.00,"15,521,143.39"
04-11-2024 18:34:23,04-11-2024,"RTGS O/W-YESBR1202
4110400011751-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024110400011751,"17,500,000.00",0.00,"-1,978,856.61"
04-11-2024 18:34:28,04-11-2024,"RTGS O/W-YESBR1202
4110400012308-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024110400012308,"2,500,000.00",0.00,"-4,478,856.61"
05-11-2024 18:18:15,05-11-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006849322841",0.00,"2,291,865.00","-2,186,991.61"
06-11-2024 15:12:27,06-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006851360714",0.00,"1,841,045.00","-345,946.61"
06-11-2024 16:31:46,06-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006851572813",0.00,"376,000.00","30,053.39"
06-11-2024 17:37:30,06-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006851746168",0.00,"1,500,000.00","1,530,053.39"
06-11-2024 17:57:29,06-11-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006851795242",0.00,"9,033,720.00","10,563,773.39"
06-11-2024 17:57:30,06-11-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006851795263",0.00,"1,878,864.00","12,442,637.39"
06-11-2024 18:03:30,06-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006851810434",0.00,"1,835,597.00","14,278,234.39"
06-11-2024 18:29:16,06-11-2024,"RTGS O/W-YESBR1202
4110600024263-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024110600024263,"5,000,000.00",0.00,"9,278,234.39"
06-11-2024 18:29:25,06-11-2024,"RTGS O/W-YESBR1202
4110600023789-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024110600023789,"15,000,000.00",0.00,"-5,721,765.61"
06-11-2024 18:44:21,06-11-2024,"Funds Trf from XX14
20/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006851908363",0.00,"10,324,760.00","4,602,994.39"
07-11-2024 12:26:18,07-11-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006853293781",0.00,"3,000,000.00","7,602,994.39"
07-11-2024 17:10:46,07-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006853971680",0.00,"736,682.00","8,339,676.39"
07-11-2024 17:10:47,07-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006853971693",0.00,"685,990.00","9,025,666.39"
07-11-2024 17:10:49,07-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006853968812",0.00,"1,349,238.00","10,374,904.39"
07-11-2024 17:10:51,07-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006853971745",0.00,"169,266.00","10,544,170.39"
07-11-2024 17:11:44,07-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006853972779",0.00,"469,414.00","11,013,584.39"
07-11-2024 17:24:30,07-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006854003108",0.00,"1,500,000.00","12,513,584.39"
07-11-2024 17:27:18,07-11-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006854011460",0.00,"968,255.00","13,481,839.39"
07-11-2024 18:12:03,07-11-2024,"RTGS O/W-YESBR1202
4110700021506-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024110700021506,"17,500,000.00",0.00,"-4,018,160.61"
07-11-2024 23:55:51,08-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006854817545",0.00,"1,549,310.00","-2,468,850.61"
07-11-2024 23:56:22,08-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006854817733",0.00,"1,574,988.00","-893,862.61"
07-11-2024 23:57:14,08-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006854818047",0.00,"1,232,523.00","338,660.39"
07-11-2024 23:57:44,08-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006854823685",0.00,"1,557,869.00","1,896,529.39"
07-11-2024 23:58:44,08-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006854824051",0.00,"1,617,787.00","3,514,316.39"
08-11-2024 11:20:52,08-11-2024,"Funds Trf from XX14
20/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006855672032",0.00,"10,362,228.00","13,876,544.39"
08-11-2024 11:46:45,08-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006855723593",0.00,"2,253,619.00","16,130,163.39"
08-11-2024 13:25:16,08-11-2024,"Funds Trf from XX06
92/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006855925547",0.00,"2,500,000.00","18,630,163.39"
08-11-2024 13:41:14,08-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006855960572",0.00,"282,769.00","18,912,932.39"
08-11-2024 13:41:16,08-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006855960587",0.00,"1,605,162.00","20,518,094.39"
08-11-2024 14:18:44,08-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006856024463",0.00,"1,500,000.00","22,018,094.39"
08-11-2024 17:27:15,08-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006856445004",0.00,"1,853,396.00","23,871,490.39"
08-11-2024 17:56:00,08-11-2024,"RTGS O/W-YESBR1202
4110800024873-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024110800024873,"5,000,000.00",0.00,"18,871,490.39"
08-11-2024 17:56:05,08-11-2024,"RTGS O/W-YESBR1202
4110800022962-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024110800022962,"5,000,000.00",0.00,"13,871,490.39"
08-11-2024 17:56:12,08-11-2024,"RTGS O/W-YESBR1202
4110800022963-PUNB0",YESBR12024110800022963,"20,000,000.00",0.00,"-6,128,509.61"
,,"200200-Jindal Industries
 Private-NANONENONE",,,,
08-11-2024 18:06:23,08-11-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006856529673",0.00,"1,441,323.00","-4,687,186.61"
09-11-2024 11:00:14,09-11-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006857762179",0.00,"1,530,504.00","-3,156,682.61"
09-11-2024 15:20:14,09-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006858290063",0.00,"1,586,172.00","-1,570,510.61"
09-11-2024 15:44:21,09-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006858332682",0.00,"442,924.00","-1,127,586.61"
09-11-2024 15:44:22,09-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006858332699",0.00,"545,029.00","-582,557.61"
09-11-2024 15:44:23,09-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006858329492",0.00,"1,721,989.00","1,139,431.39"
09-11-2024 15:44:25,09-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006858329514",0.00,"902,818.00","2,042,249.39"
09-11-2024 16:15:51,09-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006858392439",0.00,"1,987,852.00","4,030,101.39"
09-11-2024 18:28:45,09-11-2024,"IMPS/NA/XXXX4674/RRN:43
1418165192/C79526102411
4317/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",431418165192,"500,000.00",0.00,"3,530,101.39"
09-11-2024 18:28:48,09-11-2024,"IMPS/NA/XXXX4674/RRN:43
1418165207/C77226102411
4505/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",431418165207,"500,000.00",0.00,"3,030,101.39"
09-11-2024 18:28:49,09-11-2024,"IMPS/NA/XXXX4674/RRN:43
1418165210/C71326102411
4353/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",431418165210,"500,000.00",0.00,"2,530,101.39"
09-11-2024 18:28:52,09-11-2024,"IMPS/NA/XXXX4674/RRN:43
1418165215/C77226102411
4258/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",431418165215,"500,000.00",0.00,"2,030,101.39"
09-11-2024 18:28:54,09-11-2024,"IMPS/NA/XXXX4674/RRN:43
1418165223/C74526102411
4528/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",431418165223,"500,000.00",0.00,"1,530,101.39"
09-11-2024 18:28:56,09-11-2024,"IMPS/NA/XXXX4674/RRN:43
1418165228/C74226102411
4413/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",431418165228,"500,000.00",0.00,"1,030,101.39"
09-11-2024 18:28:58,09-11-2024,"IMPS/NA/XXXX4674/RRN:43
1418165232/C73026102411
4445/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",431418165232,"500,000.00",0.00,"530,101.39"
09-11-2024 18:29:01,09-11-2024,"IMPS/NA/XXXX4674/RRN:43
1418165239/C75526102411
4710/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",431418165239,"500,000.00",0.00,"30,101.39"
09-11-2024 18:29:18,09-11-2024,"IMPS/NA/XXXX4674/RRN:43
1418165279/C71726102411
4603/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",431418165279,"500,000.00",0.00,"-469,898.61"
09-11-2024 18:29:20,09-11-2024,"IMPS/NA/XXXX4674/RRN:43
1418165335/C73226102411
4238/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",431418165335,"500,000.00",0.00,"-969,898.61"
09-11-2024 19:17:14,09-11-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006858806953",0.00,"869,612.00","-100,286.61"
11-11-2024 06:07:43,11-11-2024,"RTGS O/W-YESBR1202
4111100001185-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024111100001185,"7,500,000.00",0.00,"-7,600,286.61"
11-11-2024 15:28:09,11-11-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006862370097",0.00,"2,000,000.00","-5,600,286.61"
11-11-2024 18:37:23,11-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006862879983",0.00,"2,016,374.00","-3,583,912.61"
12-11-2024 14:11:42,12-11-2024,"Funds Trf from XX06
92/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006864472962",0.00,"400,000.00","-3,183,912.61"
12-11-2024 14:48:47,12-11-2024,"Funds Trf from XX06
92/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006864542897",0.00,"2,100,000.00","-1,083,912.61"
13-11-2024 15:54:45,13-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006866962481",0.00,"1,500,000.00","416,087.39"
13-11-2024 17:12:00,13-11-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006867123167",0.00,"1,219,837.00","1,635,924.39"
13-11-2024 17:24:14,13-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006867146887",0.00,"1,878,078.00","3,514,002.39"
13-11-2024 17:48:47,13-11-2024,"Funds Trf from XX14
20/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006867195573",0.00,"3,792,167.00","7,306,169.39"
13-11-2024 18:01:01,13-11-2024,"RTGS O/W-YESBR1202
4111300023960-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024111300023960,"5,000,000.00",0.00,"2,306,169.39"
13-11-2024 18:01:10,13-11-2024,"RTGS O/W-YESBR1202
4111300023961-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024111300023961,"7,500,000.00",0.00,"-5,193,830.61"
13-11-2024 18:06:14,13-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI","EXCHUSER00000000000
000000000006867223558",0.00,"1,893,847.00","-3,299,983.61"
15-11-2024 17:19:42,15-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK224422,0.00,"1,552,807.00","-1,747,176.61"
15-11-2024 18:15:53,15-11-2024,"IMPS/NA/XXXX4674/RRN:43
2018183412/C78426102411
4219/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",432018183412,"500,000.00",0.00,"-2,247,176.61"
15-11-2024 18:16:01,15-11-2024,"IMPS/NA/XXXX4674/RRN:43
2018183445/C73126102411
4158/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",432018183445,"500,000.00",0.00,"-2,747,176.61"
15-11-2024 18:16:03,15-11-2024,"IMPS/NA/XXXX4674/RRN:43
2018183460/C72026102411
4039/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",432018183460,"500,000.00",0.00,"-3,247,176.61"
16-11-2024 13:44:16,16-11-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK224989,0.00,"2,000,000.00","-1,247,176.61"
16-11-2024 16:10:44,16-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK225370,0.00,"1,233,335.00","-13,841.61"
16-11-2024 16:11:18,16-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK225371,0.00,"769,926.00","756,084.39"
16-11-2024 16:11:37,16-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK225351,0.00,"821,469.00","1,577,553.39"
16-11-2024 16:11:55,16-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK225372,0.00,"1,040,064.00","2,617,617.39"
16-11-2024 16:24:32,16-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK225414,0.00,"801,645.00","3,419,262.39"
18-11-2024 11:33:24,18-11-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI",SMARTFINYESBNK226036,0.00,"387,122.00","3,806,384.39"
18-11-2024 16:42:38,18-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK226514,0.00,"1,350,089.00","5,156,473.39"
18-11-2024 18:07:11,19-11-2024,"CHQ DEPOSIT DELHI-A
XIS - 18-NOV-24 - CHA",000000005426,0.00,"1,875,668.00","7,032,141.39"
18-11-2024 18:30:22,18-11-2024,"RTGS O/W-YESBR1202
4111800027412-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024111800027412,"7,500,000.00",0.00,"-467,858.61"
18-11-2024 18:30:23,18-11-2024,"RTGS O/W-YESBR1202
4111800027413-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024111800027413,"2,500,000.00",0.00,"-2,967,858.61"
19-11-2024 12:07:29,19-11-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI",SMARTFINYESBNK227738,0.00,"1,431,028.00","-1,536,830.61"
19-11-2024 14:25:04,19-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK227802,0.00,"838,980.00","-697,850.61"
19-11-2024 14:25:23,19-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK227828,0.00,"1,049,918.00","352,067.39"
19-11-2024 14:25:45,19-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK227803,0.00,"2,633,929.00","2,985,996.39"
19-11-2024 14:26:10,19-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK227804,0.00,"1,612,365.00","4,598,361.39"
19-11-2024 16:00:49,19-11-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK227981,0.00,"3,000,000.00","7,598,361.39"
19-11-2024 17:16:29,19-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK228285,0.00,"1,643,215.00","9,241,576.39"
19-11-2024 17:16:48,19-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK228246,0.00,"1,277,890.00","10,519,466.39"
19-11-2024 17:33:01,19-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK228370,0.00,"1,500,000.00","12,019,466.39"
19-11-2024 17:33:29,19-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK228353,0.00,"1,500,000.00","13,519,466.39"
20-11-2024 16:30:45,20-11-2024,"RTGS O/W-YESBR1202
4112000018513-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112000018513,"7,500,000.00",0.00,"6,019,466.39"
20-11-2024 16:30:52,20-11-2024,"RTGS O/W-YESBR1202
4112000018514-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112000018514,"15,000,000.00",0.00,"-8,980,533.61"
20-11-2024 17:03:54,20-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK229353,0.00,"2,014,392.00","-6,966,141.61"
21-11-2024 00:23:12,21-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK229660,0.00,"1,481,325.00","-5,484,816.61"
21-11-2024 00:23:23,21-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK229692,0.00,"807,722.00","-4,677,094.61"
21-11-2024 00:23:36,21-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK229693,0.00,"734,149.00","-3,942,945.61"
21-11-2024 00:23:46,21-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK229661,0.00,"807,135.00","-3,135,810.61"
21-11-2024 00:23:55,21-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK229694,0.00,"772,039.00","-2,363,771.61"
21-11-2024 14:14:43,21-11-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI",SMARTFINYESBNK230057,0.00,"614,721.00","-1,749,050.61"
21-11-2024 15:55:12,21-11-2024,"016LA41243260001-D
EMNDLOAN-DISBUR
SE-SOUTHEXDELHI","016ZTRF2432600
1G-000000000000",0.00,"50,000,000.00","48,250,949.39"
21-11-2024 17:15:46,21-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK230405,0.00,"1,915,888.00","50,166,837.39"
21-11-2024 18:55:45,21-11-2024,"RTGS O/W-YESBR1202
4112100024492-PUNB0",YESBR12024112100024492,"20,000,000.00",0.00,"30,166,837.39"
,,"200200-Jindal Industries
 Private-NANONENONE",,,,
21-11-2024 18:55:46,21-11-2024,"RTGS O/W-YESBR1202
4112100024493-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112100024493,"20,000,000.00",0.00,"10,166,837.39"
21-11-2024 18:55:54,21-11-2024,"RTGS O/W-YESBR1202
4112100024494-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112100024494,"15,000,000.00",0.00,"-4,833,162.61"
22-11-2024 13:44:59,22-11-2024,"016LA41243270001-D
EMNDLOAN-DISBUR
SE-SOUTHEXDELHI","016ZTRF2432700
2S-000000000000",0.00,"50,000,000.00","45,166,837.39"
22-11-2024 17:33:31,22-11-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK231713,0.00,"1,500,000.00","46,666,837.39"
22-11-2024 17:48:39,22-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK231742,0.00,"1,743,661.00","48,410,498.39"
22-11-2024 18:07:00,22-11-2024,"RTGS O/W-YESBR1202
4112200023499-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112200023499,"20,000,000.00",0.00,"28,410,498.39"
22-11-2024 18:07:01,22-11-2024,"RTGS O/W-YESBR1202
4112200023500-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112200023500,"20,000,000.00",0.00,"8,410,498.39"
22-11-2024 18:07:09,22-11-2024,"RTGS O/W-YESBR1202
4112200025183-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112200025183,"15,000,000.00",0.00,"-6,589,501.61"
23-11-2024 17:41:13,23-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK232404,0.00,"1,884,404.00","-4,705,097.61"
25-11-2024 00:03:30,25-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK232587,0.00,"2,902,752.00","-1,802,345.61"
25-11-2024 00:03:40,25-11-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK232559,0.00,"791,863.00","-1,010,482.61"
25-11-2024 17:43:29,25-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK233654,0.00,2.00,"-1,010,480.61"
25-11-2024 17:44:19,25-11-2024,"016LA41243300003-D
EMNDLOAN-DISBUR
SE-SOUTHEXDELHI","016ZTRF2433000
2H-000000000000",0.00,"90,000,000.00","88,989,519.39"
25-11-2024 18:03:00,25-11-2024,"RTGS O/W-YESBR1202
4112500026655-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112500026655,"15,000,000.00",0.00,"73,989,519.39"
25-11-2024 18:03:01,25-11-2024,"RTGS O/W-YESBR1202
4112500026656-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112500026656,"20,000,000.00",0.00,"53,989,519.39"
25-11-2024 18:03:01,25-11-2024,"RTGS O/W-YESBR1202
4112500026657-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112500026657,"20,000,000.00",0.00,"33,989,519.39"
25-11-2024 18:03:02,25-11-2024,"RTGS O/W-YESBR1202
4112500026658-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112500026658,"20,000,000.00",0.00,"13,989,519.39"
25-11-2024 18:03:18,25-11-2024,"NEFT O/W-YESCX43302
075515-PUNB0200200-Ji
ndal Industries Private-NA",YESCX43302075515,"20,000,000.00",0.00,"-6,010,480.61"
25-11-2024 18:49:04,26-11-2024,"CHQ DEPOSIT DELHI-U
BI - 25-NOV-24 - CHAN",000000002081,0.00,"980,059.85","-5,030,420.76"
25-11-2024 18:49:04,26-11-2024,"CHQ DEPOSIT DELHI-U
BI - 25-NOV-24 - CHAN",000000002359,0.00,"16,599.92","-5,013,820.84"
25-11-2024 19:06:30,25-11-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI",SMARTFINYESBNK234305,0.00,"1,754,702.00","-3,259,118.84"
25-11-2024 19:06:37,25-11-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI",SMARTFINYESBNK234281,0.00,"2,271,113.00","-988,005.84"
26-11-2024 15:29:47,26-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK234913,0.00,"1,911,728.00","923,722.16"
26-11-2024 15:29:54,26-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK234759,0.00,"1,648,058.00","2,571,780.16"
26-11-2024 16:32:18,26-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK235046,0.00,"1,500,000.00","4,071,780.16"
26-11-2024 16:32:28,26-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK235047,0.00,"1,500,000.00","5,571,780.16"
26-11-2024 17:37:22,26-11-2024,"IMPS/NA/XXXX4674/RRN:43
3117216706/C76519112417
5548/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433117216706,"500,000.00",0.00,"5,071,780.16"
26-11-2024 17:37:22,26-11-2024,"RTGS O/W-YESBR1202
4112600022593-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112600022593,"10,000,000.00",0.00,"-4,928,219.84"
26-11-2024 18:56:10,26-11-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK235242,0.00,"1,500,000.00","-3,428,219.84"
26-11-2024 18:56:23,26-11-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK235213,0.00,"1,000,000.00","-2,428,219.84"
27-11-2024 12:15:58,27-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK235668,0.00,"1,818,933.00","-609,286.84"
27-11-2024 12:16:08,27-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK235669,0.00,"1,941,320.00","1,332,033.16"
27-11-2024 12:19:38,27-11-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI",SMARTFINYESBNK235670,0.00,"124,863.00","1,456,896.16"
27-11-2024 18:02:48,27-11-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK236512,0.00,"1,500,000.00","2,956,896.16"
27-11-2024 18:02:48,27-11-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK236513,0.00,"1,000,000.00","3,956,896.16"
27-11-2024 18:03:34,27-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK236514,0.00,"545,700.00","4,502,596.16"
27-11-2024 18:03:43,27-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK236536,0.00,"890,404.00","5,393,000.16"
27-11-2024 18:28:21,27-11-2024,"RTGS O/W-YESBR1202
4112700024171-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112700024171,"7,500,000.00",0.00,"-2,106,999.84"
27-11-2024 18:28:24,27-11-2024,"IMPS/NA/XXXX4674/RRN:43
3218229926/C75619112418
0703/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433218229926,"500,000.00",0.00,"-2,606,999.84"
27-11-2024 18:28:26,27-11-2024,"IMPS/NA/XXXX4674/RRN:43
3218229934/C76419112418
0727/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433218229934,"500,000.00",0.00,"-3,106,999.84"
